,0
0,-0.02209326672610771
1,-0.18116524210473886
2,-0.02271074770701286
3,-0.016458266955907387
4,-0.038163801006258095
5,0.0029638282724842985
6,-0.053239957667970544
7,-0.11422587796887247
8,0.03614009867486479
9,-0.10539046661033502
10,0.094973362137151
11,-0.034418158665108875
12,0.006450867353609603
13,0.05354132560164435
14,-0.1239283680075822
15,0.03904041516204905
16,-0.005817826298603468
17,0.09139974509377385
18,-0.072887762626218
19,-0.07854641204285427
20,0.024029682259058698
21,-0.0015880125347162454
22,0.08079224070646972
23,-0.039892149728233794
24,-0.03213404730281716
25,0.043925032178018686
26,0.03299399346854265
27,0.01743093374034296
28,-0.040159668481478936
29,0.06372989496084741
30,-0.013053417486579897
31,-0.07374134135339325
32,0.009787410827327208
33,-0.03872180558862083
34,-0.13984355999849005
35,-0.03895366501577121
36,-0.005281725143642721
37,0.0541553317800901
38,0.03103339304831863
39,-0.06763292662426196
40,0.05342592860286952
41,-0.07907740262773708
42,0.005733125292935185
43,-0.07408571200354587
44,-0.07348424495204088
45,-0.00042311976662898996
46,-0.026347812051159065
47,-0.09875768881071269
48,-0.019518506868611632
49,0.029771458293043722
50,-0.012863192721800953
51,-0.07228296505822651
52,-0.05713210940841996
53,0.052946121270142865
54,-0.010835470811145708
55,0.010732785446186527
56,0.01050333027858502
57,-0.014554712099654343
58,0.4946086201276783
59,-0.13945231808383138
60,-0.01135812001993172
61,-0.03175741943942148
62,0.022093817982585806
63,-0.06010573505558867
64,-0.06698375387434354
65,-0.12033111445843589
66,-0.06600660667011797
67,0.007216066940546568
68,0.0453406738508713
69,-0.02709166311483477
70,-0.10628282147396621
71,-0.08932961541940841
72,0.17875510638465125
73,-0.009241254764488394
74,-0.018060400500328765
75,-0.016563780843509613
76,0.0274932041079813
77,-0.1194579815287865
78,-0.058155835453615135
79,-0.055929306807749976
80,0.028813618824904193
81,-0.061227793805620226
82,0.08512464729794436
83,-0.019603619324274738
84,0.10336659419826025
85,0.05734091864447408
86,-0.07655275924334419
87,0.03926165572807586
88,-0.04059583662889925
89,-0.02076030956334347
90,-0.014526363316183009
91,-0.08127517426330773
92,-0.013493757673269251
93,-0.3690873769698991
94,-0.0530893520937038
95,-0.09244937803418879
96,-0.06596360824741203
97,0.012798775635685515
98,-0.012458799249415895
99,-0.06157148276052902
100,-0.9579720701972991
101,-0.009533226413434546
102,0.09519362601564499
103,0.020159706521079384
104,0.1193935518110868
105,0.08213022907748366
106,-0.04868318955670731
107,-0.09105875326208655
108,0.19343115730774288
109,-0.0459894969843167
110,-0.005126297463343778
111,0.0013232859436442077
112,-0.058979038151286585
113,-0.03323573579074518
114,-0.017114757723606728
115,-0.0025542061906629527
116,-0.09340241014028842
117,-0.3691800175961105
118,-0.11652020632373303
119,-0.02722853189611707
120,0.010594817668278167
121,-0.06362949125442062
122,-0.02711992279048807
123,0.05198628030991487
124,0.11871008140413236
125,0.03274790345754637
126,0.09497928477791448
127,-0.0574672599748152
128,-0.13464817297752132
129,-0.13344998897485122
130,-0.055566710649748045
131,-0.14991524604584394
132,-0.02878833198878482
133,0.06922777489749465
134,0.026967651017512844
135,0.06656396302244658
136,-0.022289005788346163
137,-0.06851316903943049
138,-0.07486440073442473
139,-0.007143381019414719
140,0.030239920703198322
141,-0.04892514798560776
142,-0.09818537331771732
143,0.02136275723675253
144,0.03361976534919214
145,0.012321293628165962
146,-0.11219247846309878
147,-0.057294060278785114
148,-0.061461632481203614
149,0.05112528628513923
150,0.01045077467066851
151,-0.12308388992513528
152,-0.06851610624747162
153,-0.004345701786827654
154,-0.014762544654424975
155,-0.02231240717255582
156,0.009170455369953147
157,0.09849023974925877
158,0.07340556136965887
159,0.01074393161949766
160,-0.0013832359786647471
161,-0.011529419779375608
162,-0.07072594753818709
163,0.13185858400221562
164,0.15877690542210707
165,-0.05789644234385689
166,-0.11093009834253045
167,-0.05489696204224114
168,0.0012999399934364507
169,0.007050394737008027
170,-0.07562545365962176
171,-0.1299683856144395
172,-0.03720413052197422
173,0.064852348105652
174,-0.0371473213150473
175,0.11892110237583488
176,-0.03266908254369216
177,-0.06799192489963962
178,0.03544360356587115
179,0.02355841051407883
180,-0.05849357620476841
181,0.05441119356535529
182,-0.19517037968225243
183,-0.02618886770264117
184,0.5405334411275352
185,0.5147539346686408
186,-0.05693714045431185
187,0.04191035061758566
188,-0.022241089484516356
189,0.014492644734696249
190,-0.041819502581476604
191,0.09668662189527477
192,0.10152176157524756
193,0.13384525373753933
194,-0.004240057446638094
195,-0.09728998047032957
196,-0.27911442037365974
197,-0.13086920514260159
198,-0.03594965989966029
199,-0.07655306415303614
200,0.03942415749278011
201,0.05675148032643491
202,-0.08136182926610067
203,0.4207511038777525
204,0.040763245536741426
205,0.011928968484210326
206,0.04918474066874457
207,0.011801971138833222
208,-0.021039128707143598
209,-0.08294830153748606
210,0.12593535984096046
211,0.06861658317430916
212,-0.014975693376208622
213,-0.0722757423224831
214,-0.06386270603671022
215,0.0011168774218306195
216,0.026945650126401474
217,-0.05106716537844394
218,-0.022386524211297026
219,-0.03215300719494323
220,0.6298487935261627
221,-0.020723932845693
222,0.24084214347367744
223,0.006909919586824453
224,0.16172593364995413
225,0.1106872312829529
226,0.0744006230900717
227,-0.0685904232967233
228,-0.03138120939950011
229,-0.3239466377680349
230,-0.06020620198502765
231,-0.011267954456614828
232,0.0645176001170916
233,0.3214697305533186
234,0.04512062960493025
235,-0.07063478110907404
236,0.02992912829184575
237,0.012374308200138639
238,-0.10345628054600677
239,0.05319413795306375
240,0.040168084658520044
241,0.019562558418585313
242,0.24488755893582773
243,0.001505029150654499
244,-0.3263065393598165
245,-0.9280093103101117
246,-0.11049702837840418
247,-0.020711426699118286
248,0.0008739279572342064
249,-0.45538774065167725
250,-0.045894670693542305
251,-0.021608143327068098
252,0.06915121161101799
253,-0.013876571205989547
254,0.15327345821140748
255,-0.029206525787865138
256,-0.05056432047102491
257,0.09224852748741663
258,-0.1355308836285644
259,1.018559846831946
260,-0.42299604608597885
261,-0.018504717737813852
262,0.5129328629526432
263,-0.1741273968906643
264,0.01873004046404054
265,-0.019661879285049345
266,-0.15782085519226002
267,0.04295240956425826
268,-0.05478913094722291
269,-0.028702103072636986
270,0.01583066527627839
271,-0.06731104564873683
272,-0.048767401886863876
273,0.15314875889602847
274,-0.016337749879685445
275,-0.010529232499668573
276,-0.02227260617935404
277,-0.01934709767861075
278,-0.07691455694936357
279,-0.03152388401846536
280,0.009128420539172014
281,-0.1315558870739747
282,0.47693711713712
283,-0.033676554720782736
284,-0.055470085578444094
285,-0.057128313670587814
286,-0.07596545316300458
287,-0.0318981435316458
288,-0.054952669938887796
289,0.2787966845921092
290,0.002949490004431868
291,-0.15767214749791558
292,0.0366614478676122
293,0.8398521292872143
294,-0.9334087945760797
295,-0.04081950991636277
296,-0.029635360356326464
297,0.43570344049886195
298,0.04464774660720419
299,-0.028727480049108953
300,0.027755292246563968
301,-0.17365301607354114
302,-0.18511607816633086
303,-0.018149781278252286
304,-0.029714512553796417
305,-0.038398187778962346
306,0.0970786412779227
307,-0.032402208540306364
308,-0.04716921655316559
309,0.05465164887189462
310,0.11752156096530789
311,0.006189399759928432
312,-0.06759767595700837
313,0.13224674679674828
314,0.03974754709694096
315,-0.04444387227116267
316,-0.11717204539916473
317,0.030010636077600423
318,0.028466586720691998
319,0.09724211971970591
320,-0.004002130403178808
321,0.09531940443922585
322,0.10734340407993564
323,0.007448530054086877
324,-0.007210378979282321
325,0.0770645254067599
326,-0.006239124029204175
327,-0.06135483826636641
328,-0.04557987181136496
329,0.03230283895030394
330,-0.030245063939729845
331,-0.048235685655828815
332,-0.07131657070894722
333,0.22154209676723324
334,-0.021773951403543854
335,0.03368624841138442
336,-0.19907680474685482
337,-0.3057362230102486
338,0.03629229874304243
339,0.0179883681985915
340,-0.02044559682012155
341,-0.28354981599039125
342,-0.08367132052802803
343,0.029232050427767425
344,0.033162558178423895
345,-0.07035587866098827
346,-0.10163681706081971
347,-0.21755972479612806
348,0.0911671260585773
349,0.02436243288363415
350,-0.010194200089922495
351,0.04667142107191447
352,-0.3886257873039263
353,-0.0319009570652706
354,0.4894521370876691
355,0.2081480047808723
356,0.17237135894548897
357,0.06719211214950117
358,-0.15072837968842304
359,-0.08036961026004283
360,0.4946790126437467
361,0.007744293932316912
362,-0.032739734048729284
363,-0.05017908861824013
364,-0.08410105590610963
365,-0.06731838200351363
366,-0.0247207882304526
367,-0.11477110880958996
368,0.21998617221603586
369,-0.04663701642465357
370,0.01076607206234061
371,-0.006730226584804373
372,0.0891492193568222
373,-0.017872158061587734
374,0.06408654647177767
375,-0.007476878060074519
376,0.05965753676344889
377,0.06387528420540155
378,0.03317302730305564
379,-0.0625934022221263
380,-0.09484470956222414
381,-0.05260900817441706
382,0.05201576364458458
383,-0.035812673718972794
384,0.04725337118516013
385,0.053199101332500914
386,0.217693248347629
387,-0.05776581046843577
388,-0.0041305034833612735
389,0.08185700318835756
390,-0.08252776076413358
391,0.12508506652865553
392,0.04527621558691283
393,-0.0015006139800259346
394,0.1075096023049295
395,-0.07906675177043102
396,0.026747114774397125
397,-0.05698051125509521
398,-0.040699308655896826
399,-0.03576531341353808
400,-0.06735900869195531
401,0.03417645599653452
402,-0.011917844672393933
403,-0.007911491363694014
404,0.07977153313083664
405,0.027301849122666307
406,0.017282908843734356
407,-0.09442020489871468
408,-0.06856908014451527
409,-0.020352667691654704
410,-0.0663788300193009
411,0.073538694990047
412,0.004118391959588066
413,0.04876520471305587
414,0.010705534627299312
415,-0.13648692593542583
416,-0.07076651757736231
417,0.06219547495236018
418,0.12255804816002867
419,-0.05027223858164909
420,0.13687041001311903
421,0.14394926359996812
422,0.052734148948130465
423,-0.02634349968574479
424,0.020155335820904084
425,-0.07061640017251876
426,-0.021682645505398803
427,0.1939375152832057
428,-0.012701632256510114
429,0.03978866804281046
430,-0.019803096055458113
431,-0.052740313120963896
432,0.24975576614404546
433,0.9020368719849479
434,-0.035358910243446055
435,-0.06905002497518475
436,0.006482986260523158
437,0.08995710992133954
438,0.10064634765927455
439,0.073461043508981
440,-0.09699692579537426
441,0.08373092065276577
442,0.06847758900972023
443,-0.06930889355234557
444,0.015962543090755173
